,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
2440,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,That depends.,House Lannister, that depends,2,"['that', 'depends']",['depends'],['depends'], depends,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2441,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,On...on what?,House Stark, onon what,2,"['onon', 'what']",['onon'],['onon'], onon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2442,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,On your brother. And on you.,House Lannister, on your brother and on you,6,"['on', 'your', 'brother', 'and', 'on', 'you']",['brother'],['brother'], brother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00335842501447597,0.0023584905660377358,0.002130249543517955,0.0012682308180088776
2443,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,Treason? Sansa wrote this?,House Stark, treason sansa wrote this,4,"['treason', 'sansa', 'wrote', 'this']","['treason', 'sansa', 'wrote']","['treason', 'sansa', 'wrote']", treason sansa wrote,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.0003930817610062893,0.0,0.0
2445,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,"Joffrey puts my father in chains, now he wants his ass kissed?",House Stark, joffrey puts my father in chains now he wants his ass kissed,12,"['joffrey', 'puts', 'my', 'father', 'in', 'chains', 'now', 'he', 'wants', 'his', 'ass', 'kissed']","['joffrey', 'puts', 'father', 'chains', 'wants', 'ass', 'kissed']","['joffrey', 'put', 'father', 'chain', 'want', 'as', 'kissed']", joffrey put father chain want as kissed,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.4404}",0.4404,0.0007444784514848208,0.0014319407008086254,0.0009999130510390402,0.0008152912401485642
2447,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,"I won't refuse. His Grace summons me to King's Landing, I'll go to King's Landing.",House Stark, i will not refuse his grace summons me to kings landing i will go to kings landing,17,"['i', 'will', 'not', 'refuse', 'his', 'grace', 'summons', 'me', 'to', 'kings', 'landing', 'i', 'will', 'go', 'to', 'kings', 'landing']","['refuse', 'grace', 'summons', 'kings', 'landing', 'go', 'kings', 'landing']","['refuse', 'grace', 'summons', 'king', 'landing', 'go', 'king', 'landing']", refuse grace summons king landing go king landing,"{'neg': 0.2, 'neu': 0.545, 'pos': 0.255, 'compound': 0.1531}",0.1531,0.0013028372900984364,0.0021988011006289308,0.0008368837492391966,0.0011889663918833227
2450,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,You will not support us then? Do I understand you correctly?,House Stark, you will not support us then do i understand you correctly,11,"['you', 'will', 'not', 'support', 'us', 'then', 'do', 'i', 'understand', 'you', 'correctly']","['support', 'us', 'understand', 'correctly']","['support', 'u', 'understand', 'correctly']", support u understand correctly,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,0.0,0.0,0.0,0.0
2453,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,That is what I ask.,House Stark, that is what i ask,5,"['that', 'is', 'what', 'i', 'ask']",['ask'],['ask'], ask,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2455,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,If you fear for the safety of your son...,House Stark, if you fear for the safety of your son,9,"['if', 'you', 'fear', 'for', 'the', 'safety', 'of', 'your', 'son']","['fear', 'safety', 'son']","['fear', 'safety', 'son']", fear safety son,"{'neg': 0.457, 'neu': 0.143, 'pos': 0.4, 'compound': -0.1027}",-0.1027,0.0005018336228527311,0.00045859538784067083,0.0009129640900791236,0.0004227436060029592
2457,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,And that is why we have to stop them.,House Stark, and that is why we have to stop them,9,"['and', 'that', 'is', 'why', 'we', 'have', 'to', 'stop', 'them']",['stop'],['stop'], stop,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.001474056603773585,0.002130249543517955,0.0
2459,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,From here it might be best if Bronn and I continue alone.,House Lannister, from here it might be best if bronn and i continue alone,12,"['from', 'here', 'it', 'might', 'be', 'best', 'if', 'bronn', 'and', 'i', 'continue', 'alone']","['might', 'best', 'bronn', 'continue', 'alone']","['might', 'best', 'bronn', 'continue', 'alone']", might best bronn continue alone,"{'neg': 0.217, 'neu': 0.326, 'pos': 0.457, 'compound': 0.4939}",0.4939,0.00025477707006369424,0.0,0.0,0.0
2461,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,"And feed it to the goats, yes.",House Lannister, and feed it to the goats yes,7,"['and', 'feed', 'it', 'to', 'the', 'goats', 'yes']","['feed', 'goats', 'yes']","['feed', 'goat', 'yes']", feed goat yes,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,0.0006562439683458791,0.0004913522012578616,0.0008115236356258876,0.0
2462,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,Uncle. Father.,House Lannister, uncle father,2,"['uncle', 'father']","['uncle', 'father']","['uncle', 'father']", uncle father,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015634047481181239,0.0022602201257861635,0.0007608034083992696,0.0009511731135066582
2463,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,The rumors of your demise were unfounded.,House Lannister, the rumors of your demise were unfounded,7,"['the', 'rumors', 'of', 'your', 'demise', 'were', 'unfounded']","['rumors', 'demise', 'unfounded']","['rumor', 'demise', 'unfounded']", rumor demise unfounded,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2464,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,Sorry to disappoint you.,House Lannister, sorry to disappoint you,4,"['sorry', 'to', 'disappoint', 'you']","['sorry', 'disappoint']","['sorry', 'disappoint']", sorry disappoint,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.0004053271569195136,0.0,0.0,0.0
2465,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,And who are these Companions of yours?,House Lannister, and who are these companions of yours,7,"['and', 'who', 'are', 'these', 'companions', 'of', 'yours']",['companions'],['companion'], companion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2466,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,"This is Shagga Son of Dolf, Chieftain of the Stone Crows.",House Lannister, this is shagga son of dolf chieftain of the stone crows,11,"['this', 'is', 'shagga', 'son', 'of', 'dolf', 'chieftain', 'of', 'the', 'stone', 'crows']","['shagga', 'son', 'dolf', 'chieftain', 'stone', 'crows']","['shagga', 'son', 'dolf', 'chieftain', 'stone', 'crow']", shagga son dolf chieftain stone crow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00025091681142636556,0.00022929769392033541,0.0004564820450395618,0.0002113718030014796
2468,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,"May I present My Lord Father, Tywin son of Tytos of House Lannister.",House Lannister, may i present my lord father tywin son of tytos of house lannister,13,"['may', 'i', 'present', 'my', 'lord', 'father', 'tywin', 'son', 'of', 'tytos', 'of', 'house', 'lannister']","['may', 'present', 'lord', 'father', 'tywin', 'son', 'tytos', 'house', 'lannister']","['may', 'present', 'lord', 'father', 'tywin', 'son', 'tyto', 'house', 'lannister']", may present lord father tywin son tyto house lannister,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.001170945119989706,0.0013757861635220125,0.0008115236356258876,0.00035228633833579937
2469,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,You left us no choice. The honor of the House was at stake.,House Lannister, you left us no choice the honor of the house was at stake,13,"['you', 'left', 'us', 'no', 'choice', 'the', 'honor', 'of', 'the', 'house', 'was', 'at', 'stake']","['left', 'us', 'choice', 'honor', 'house', 'stake']","['left', 'u', 'choice', 'honor', 'house', 'stake']", left u choice honor house stake,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.4939,0.00013510905230650454,0.0003275681341719078,0.0005579224994927977,0.0004227436060029592
2470,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,"We have our differences, Jaime and I.",House Lannister, we have our differences jaime and i,7,"['we', 'have', 'our', 'differences', 'jaime', 'and', 'i']","['differences', 'jaime']","['difference', 'jaime']", difference jaime,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0008106543138390272,0.0,0.0,0.0
2471,6/5/2011,Season 1,Episode 8,The Pointy End,jaime lannister,He's been covering himself in glory.,House Lannister, he is been covering himself in glory,7,"['he', 'is', 'been', 'covering', 'himself', 'in', 'glory']","['covering', 'glory']","['covering', 'glory']", covering glory,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.5423}",0.5423,0.0,0.0,0.0,0.0
2472,6/5/2011,Season 1,Episode 8,The Pointy End,kevan lannister,"Jaime smashed the River Lords at the Golden Tooth, and now lays siege to Riverrun, Catelyn Stark's homeland.",House Lannister, jaime smashed the river lords at the golden tooth and now lays siege to riverrun catelyn starks homeland,18,"['jaime', 'smashed', 'the', 'river', 'lords', 'at', 'the', 'golden', 'tooth', 'and', 'now', 'lays', 'siege', 'to', 'riverrun', 'catelyn', 'starks', 'homeland']","['jaime', 'smashed', 'river', 'lords', 'golden', 'tooth', 'lays', 'siege', 'riverrun', 'catelyn', 'starks', 'homeland']","['jaime', 'smashed', 'river', 'lord', 'golden', 'tooth', 'lay', 'siege', 'riverrun', 'catelyn', 'starks', 'homeland']", jaime smashed river lord golden tooth lay siege riverrun catelyn starks homeland,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006176413819725922,0.00043402777777777775,0.00012680056806654494,0.0
2473,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,And the Starks? Lord Eddard?,House Lannister, and the starks lord eddard,5,"['and', 'the', 'starks', 'lord', 'eddard']","['starks', 'lord', 'eddard']","['starks', 'lord', 'eddard']", starks lord eddard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0019301293186643504,0.001736111111111111,0.0005072022722661798,0.0
2474,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,Is our hostage.,House Lannister, is our hostage,3,"['is', 'our', 'hostage']",['hostage'],['hostage'], hostage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2475,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,How did my sweet sister persuade the King to imprison his dear friend Ned?,House Lannister, how did my sweet sister persuade the king to imprison his dear friend ned,14,"['how', 'did', 'my', 'sweet', 'sister', 'persuade', 'the', 'king', 'to', 'imprison', 'his', 'dear', 'friend', 'ned']","['sweet', 'sister', 'persuade', 'king', 'imprison', 'dear', 'friend', 'ned']","['sweet', 'sister', 'persuade', 'king', 'imprison', 'dear', 'friend', 'ned']", sweet sister persuade king imprison dear friend ned,"{'neg': 0.0, 'neu': 0.362, 'pos': 0.638, 'compound': 0.8316}",0.8316,0.0007672264041690793,0.0007493121069182389,0.0004945222154595253,0.0005548509828788839
2476,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,Robert Baratheon is dead.,House Lannister, robert baratheon is dead,4,"['robert', 'baratheon', 'is', 'dead']","['robert', 'baratheon', 'dead']","['robert', 'baratheon', 'dead']", robert baratheon dead,"{'neg': 0.683, 'neu': 0.317, 'pos': 0.0, 'compound': -0.6486}",-0.6486,0.0,0.001375786163522013,0.0,0.0006341154090044388
2477,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,"My sister rules, you mean.",House Lannister, my sister rules you mean,5,"['my', 'sister', 'rules', 'you', 'mean']","['sister', 'rules', 'mean']","['sister', 'rule', 'mean']", sister rule mean,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0003603249475890985,0.0005072022722661798,0.0
2478,6/5/2011,Season 1,Episode 8,The Pointy End,kevan lannister,Stark's son has called his banners.,House Lannister, starks son has called his banners,6,"['starks', 'son', 'has', 'called', 'his', 'banners']","['starks', 'son', 'called', 'banners']","['starks', 'son', 'called', 'banner']", starks son called banner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006658946149392009,0.0003439465408805031,0.0006847230675593427,0.0003170577045022194
2479,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,A green boy.,House Lannister, a green boy,3,"['a', 'green', 'boy']","['green', 'boy']","['green', 'boy']", green boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0016213086276780544,0.0011792452830188679,0.0,0.0015852885225110971
2480,6/5/2011,Season 1,Episode 8,The Pointy End,tyrion lannister,Maybe. Though the boy does have a certain belligerence.,House Lannister, maybe though the boy does have a certain belligerence,9,"['maybe', 'though', 'the', 'boy', 'does', 'have', 'a', 'certain', 'belligerence']","['maybe', 'though', 'boy', 'certain', 'belligerence']","['maybe', 'though', 'boy', 'certain', 'belligerence']", maybe though boy certain belligerence,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,0.0006485234510712217,0.0004716981132075472,0.0,0.0006341154090044388
2482,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,The wolf rushes into the lion's jaws.,House Lannister, the wolf rushes into the lions jaws,7,"['the', 'wolf', 'rushes', 'into', 'the', 'lions', 'jaws']","['wolf', 'rushes', 'lions', 'jaws']","['wolf', 'rush', 'lion', 'jaw']", wolf rush lion jaw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0006341154090044388
2483,6/5/2011,Season 1,Episode 8,The Pointy End,kevan lannister,"At once, My Lord.",House Lannister, at once my lord,4,"['at', 'once', 'my', 'lord']",['lord'],['lord'], lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.004632310364794441,0.005208333333333333,0.0015216068167985392,0.0
2484,6/5/2011,Season 1,Episode 8,The Pointy End,tywin lannister,It is said that the men of the Mountain clans are great warriors.,House Lannister, it is said that the men of the mountain clans are great warriors,13,"['it', 'is', 'said', 'that', 'the', 'men', 'of', 'the', 'mountain', 'clans', 'are', 'great', 'warriors']","['said', 'men', 'mountain', 'clans', 'great', 'warriors']","['said', 'men', 'mountain', 'clan', 'great', 'warrior']", said men mountain clan great warrior,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",0.6249,0.0008492569002123141,0.0004913522012578616,0.0007608034083992697,0.0005284295075036991
2488,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,To do either we need to cross the river and the only crossing is at The Twins.,House Stark, to do either we need to cross the river and the only crossing is at the twins,17,"['to', 'do', 'either', 'we', 'need', 'to', 'cross', 'the', 'river', 'and', 'the', 'only', 'crossing', 'is', 'at', 'the', 'twins']","['either', 'need', 'cross', 'river', 'crossing', 'twins']","['either', 'need', 'cross', 'river', 'crossing', 'twin']", either need cross river crossing twin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0002028809089064719,0.0006341154090044388
2490,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,"The late Lord Frey"" my father calls him.",House Stark, the late lord frey my father calls him,8,"['the', 'late', 'lord', 'frey', 'my', 'father', 'calls', 'him']","['late', 'lord', 'frey', 'father', 'calls']","['late', 'lord', 'frey', 'father', 'call']", late lord frey father call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015518239722061378,0.001945754716981132,0.0006086427267194157,0.0003804692454026633
2495,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,Where did you find him?,House Stark, where did you find him,5,"['where', 'did', 'you', 'find', 'him']",['find'],['find'], find,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0009827044025157233,0.0,0.0025364616360177552
2497,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,How high did you get?,House Stark, how high did you get,5,"['how', 'high', 'did', 'you', 'get']","['high', 'get']","['high', 'get']", high get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0006948465547191662,0.0011792452830188679,0.0,0.0006341154090044388
2499,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,"My father understands mercy, when there is room for it.",House Stark, my father understands mercy when there is room for it,10,"['my', 'father', 'understands', 'mercy', 'when', 'there', 'is', 'room', 'for', 'it']","['father', 'understands', 'mercy', 'room']","['father', 'understands', 'mercy', 'room']", father understands mercy room,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.0007817023740590619,0.0011301100628930817,0.0003804017041996348,0.0004755865567533291
2500,6/5/2011,Season 1,Episode 8,The Pointy End,catelyn stark,Robb.,House Stark, robb,1,['robb'],['robb'],['robb'], robb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2501,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,"Tell Lord Tywin, Winter is coming for him.",House Stark, tell lord tywin winter is coming for him,8,"['tell', 'lord', 'tywin', 'winter', 'is', 'coming', 'for', 'him']","['tell', 'lord', 'tywin', 'winter', 'coming']","['tell', 'lord', 'tywin', 'winter', 'coming']", tell lord tywin winter coming,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0012738853503184713,0.001768867924528302,0.0011564211807668899,0.0002536461636017755
2504,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,You call me boy again.,House Stark, you call me boy again,5,"['you', 'call', 'me', 'boy', 'again']","['call', 'boy']","['call', 'boy']", call boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0016213086276780544,0.0011792452830188679,0.0,0.0015852885225110971
2505,6/5/2011,Season 1,Episode 8,The Pointy End,robb stark,Go on.,House Stark, go on,2,"['go', 'on']",['go'],['go'], go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0017371163867979154,0.003636006289308176,0.0018259281801582471,0.0025364616360177552
2507,6/5/2011,Season 1,Episode 8,The Pointy End,grand maester pycelle,"It is also the wish of His Grace, that his loyal servant Janos Slynt, Commander of the City Watch...",House Lannister, it is also the wish of his grace that his loyal servant janos slynt commander of the city watch,19,"['it', 'is', 'also', 'the', 'wish', 'of', 'his', 'grace', 'that', 'his', 'loyal', 'servant', 'janos', 'slynt', 'commander', 'of', 'the', 'city', 'watch']","['also', 'wish', 'grace', 'loyal', 'servant', 'janos', 'slynt', 'commander', 'city', 'watch']","['also', 'wish', 'grace', 'loyal', 'servant', 'janos', 'slynt', 'commander', 'city', 'watch']", also wish grace loyal servant janos slynt commander city watch,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.8225}",0.8225,0.00023161551823972203,0.00021619496855345913,0.00012172854534388314,0.0006975269499048827
2508,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,Ser Aron.,House Stark, ser aron,2,"['ser', 'aron']","['ser', 'aron']","['ser', 'aron']", ser aron,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0007527504342790967,0.0009827044025157233,0.0010651247717589774,0.0
2509,6/5/2011,Season 1,Episode 8,The Pointy End,grand maester pycelle,Be at once raised to the rank of Lord.,House Lannister, be at once raised to the rank of lord,9,"['be', 'at', 'once', 'raised', 'to', 'the', 'rank', 'of', 'lord']","['raised', 'rank', 'lord']","['raised', 'rank', 'lord']", raised rank lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0015441034549314803,0.001736111111111111,0.0005072022722661798,0.0
2510,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,Lord Gyles.,House Stark, lord gyles,2,"['lord', 'gyles']","['lord', 'gyles']","['lord', 'gyles']", lord gyles,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0023161551823972205,0.0026041666666666665,0.0007608034083992696,0.0
2511,6/5/2011,Season 1,Episode 8,The Pointy End,grand maester pycelle,"And granted the ancient seat of Harrenhal, and that his sons and grandsons shall hold this honor after him, until the end of time.",House Lannister, and granted the ancient seat of harrenhal and that his sons and grandsons shall hold this honor after him until the end of time,24,"['and', 'granted', 'the', 'ancient', 'seat', 'of', 'harrenhal', 'and', 'that', 'his', 'sons', 'and', 'grandsons', 'shall', 'hold', 'this', 'honor', 'after', 'him', 'until', 'the', 'end', 'of', 'time']","['granted', 'ancient', 'seat', 'harrenhal', 'sons', 'grandsons', 'shall', 'hold', 'honor', 'end', 'time']","['granted', 'ancient', 'seat', 'harrenhal', 'son', 'grandson', 'shall', 'hold', 'honor', 'end', 'time']", granted ancient seat harrenhal son grandson shall hold honor end time,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.6369}",0.6369,0.0004316471021740274,0.0004288164665523156,0.000663973883693908,0.0004611748429123191
2512,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,Ser Barristan Selmy.,House Lannister, ser barristan selmy,3,"['ser', 'barristan', 'selmy']","['ser', 'barristan', 'selmy']","['ser', 'barristan', 'selmy']", ser barristan selmy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0006551362683438155,0.0007100831811726517,0.0
2514,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,"Rise, Ser Barristan.",House Lannister, rise ser barristan,3,"['rise', 'ser', 'barristan']","['rise', 'ser', 'barristan']","['rise', 'ser', 'barristan']", rise ser barristan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005018336228527311,0.0006551362683438155,0.0007100831811726517,0.0
2516,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,"Whose death, Ser Barristan? Yours or your King's?",House Lannister, whose death ser barristan yours or your kings,8,"['whose', 'death', 'ser', 'barristan', 'yours', 'or', 'your', 'kings']","['whose', 'death', 'ser', 'barristan', 'kings']","['whose', 'death', 'ser', 'barristan', 'king']", whose death ser barristan king,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.5994}",-0.5994,0.0010654313839027214,0.0013757861635220127,0.0009129640900791235,0.000507292327203551
2517,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,You let my father die.,House Lannister, you let my father die,5,"['you', 'let', 'my', 'father', 'die']","['let', 'father', 'die']","['let', 'father', 'die']", let father die,"{'neg': 0.661, 'neu': 0.339, 'pos': 0.0, 'compound': -0.5994}",-0.5994,0.0019687319050376378,0.0023912473794549267,0.0005072022722661798,0.0006341154090044388
2519,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,The Council has determined that Ser Jaime Lannister will take your place as Lord Commander of the Kingsguard.,House Lannister, the council has determined that ser jaime lannister will take your place as lord commander of the kingsguard,18,"['the', 'council', 'has', 'determined', 'that', 'ser', 'jaime', 'lannister', 'will', 'take', 'your', 'place', 'as', 'lord', 'commander', 'of', 'the', 'kingsguard']","['council', 'determined', 'ser', 'jaime', 'lannister', 'take', 'place', 'lord', 'commander', 'kingsguard']","['council', 'determined', 'ser', 'jaime', 'lannister', 'take', 'place', 'lord', 'commander', 'kingsguard']", council determined ser jaime lannister take place lord commander kingsguard,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,0.0010075275043427909,0.0009827044025157233,0.0007608034083992697,0.0003170577045022194
2521,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,"Careful, Ser.",House Lannister, careful ser,2,"['careful', 'ser']","['careful', 'ser']","['careful', 'ser']", careful ser,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.1531}",0.1531,0.0007527504342790967,0.0009827044025157233,0.0010651247717589774,0.0
2527,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,Your Grace.,House Stark, your grace,2,"['your', 'grace']",['grace'],['grace'], grace,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,0.0010422698320787492,0.002161949685534591,0.0,0.0019023462270133164
2528,6/5/2011,Season 1,Episode 8,The Pointy End,joffrey lannister,"Come forward, My Lady.",House Lannister, come forward my lady,4,"['come', 'forward', 'my', 'lady']","['come', 'forward', 'lady']","['come', 'forward', 'lady']", come forward lady,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0012738853503184713,0.0013430293501048218,0.0009129640900791236,0.0008454872120059184
2530,6/5/2011,Season 1,Episode 8,The Pointy End,cersei lannister,"Do you have some business for the King and the Council, Sansa?",House Lannister, do you have some business for the king and the council sansa,12,"['do', 'you', 'have', 'some', 'business', 'for', 'the', 'king', 'and', 'the', 'council', 'sansa']","['business', 'king', 'council', 'sansa']","['business', 'king', 'council', 'sansa']", business king council sansa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0009554140127388535,0.001523191823899371,0.0006086427267194157,0.0006341154090044388
2531,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,I do.,House Stark, i do,2,"['i', 'do']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
2532,6/5/2011,Season 1,Episode 8,The Pointy End,sansa stark,"As it please Your Grace, I ask mercy for my father, Lord Eddard Stark, who was Hand of the King.",House Stark, as it please your grace i ask mercy for my father lord eddard stark who was hand of the king,20,"['as', 'it', 'please', 'your', 'grace', 'i', 'ask', 'mercy', 'for', 'my', 'father', 'lord', 'eddard', 'stark', 'who', 'was', 'hand', 'of', 'the', 'king']","['please', 'grace', 'ask', 'mercy', 'father', 'lord', 'eddard', 'stark', 'hand', 'king']","['please', 'grace', 'ask', 'mercy', 'father', 'lord', 'eddard', 'stark', 'hand', 'king']", please grace ask mercy father lord eddard stark hand king,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.8689}",0.8689,0.0018529241459177763,0.0020833333333333333,0.000699939135727328,0.0008243500317057703
2533,6/5/2011,Season 1,Episode 8,The Pointy End,grand maester pycelle,Treason is a noxious weed.,House Lannister, treason is a noxious weed,5,"['treason', 'is', 'a', 'noxious', 'weed']","['treason', 'noxious', 'weed']","['treason', 'noxious', 'weed']", treason noxious weed,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.0,0.0,0.0
